Implemented,Source Instance,Source Port,Destination Instance,Destination Port,Type,Interface Type,Enable Connection
x,u_aipu.u_lpddr_p_graph_1,o_phy_init_cmplt_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_1__phy_init_cmplt,,,N/A
x,u_aipu.u_lpddr_p_graph_1,o_phy_trng_cmplt_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_1__phy_trng_cmplt,,,N/A
,,,,,,,
x,u_aipu.u_noc_top,lpddr_graph_2_targ_ht_axi_m,u_aipu.u_lpddr_p_graph_2,lpddr_axi_m,Protocol,AXI4,N/A
x,u_aipu.u_noc_top,lpddr_graph_2_targ_cfg_apb_m,u_aipu.u_lpddr_p_graph_2,lpddr_cfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_noc_top,lpddr_graph_2_targ_syscfg_apb_m,u_aipu.u_lpddr_p_graph_2,lpddr_syscfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_lpddr_p_graph_2,o_noc_async_idle_req,u_aipu.u_noc_top,i_lpddr_graph_2_pwr_idle_vec_req,,,N/A
x,u_aipu.u_noc_top,o_lpddr_graph_2_pwr_idle_vec_ack,u_aipu.u_lpddr_p_graph_2,i_noc_async_idle_ack,,,N/A
x,u_aipu.u_noc_top,o_lpddr_graph_2_pwr_idle_vec_val,u_aipu.u_lpddr_p_graph_2,i_noc_async_idle_val,,,N/A
x,u_aipu.u_lpddr_p_graph_2,o_noc_clken,u_aipu.u_noc_top,i_lpddr_graph_2_clken,,,N/A
x,u_aipu.u_lpddr_p_graph_2,o_noc_rst_n,u_aipu.u_noc_top,i_lpddr_graph_2_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_ao_rst_n,u_aipu.u_lpddr_p_graph_2,i_ao_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_global_rst_n,u_aipu.u_lpddr_p_graph_2,i_global_rst_n,,,N/A
x,u_aipu.u_ddr_west_clock_gen_p,o_ddr_west_clk,u_aipu.u_lpddr_p_graph_2,i_lpddr_clk,,,N/A
x,u_aipu,i_ref_clk,u_aipu.u_lpddr_p_graph_2,i_ao_clk,,,N/A
x,u_aipu.u_lpddr_p_graph_2,BP_MEMRESET_L,u_aipu,o_lpddr_graph_2_bp_memreset_l,,,N/A
x,u_aipu.u_lpddr_p_graph_2,BP_A,u_aipu,io_lpddr_graph_2_bp_a,,,N/A
x,u_aipu.u_lpddr_p_graph_2,BP_ATO,u_aipu,io_lpddr_graph_2_bp_ato,,,N/A
x,u_aipu.u_lpddr_p_graph_2,BP_ATO_PLL,u_aipu,io_lpddr_graph_2_bp_ato_pll,,,N/A
x,u_aipu.u_lpddr_p_graph_2,BP_B0_D,u_aipu,io_lpddr_graph_2_bp_b0_d,,,N/A
x,u_aipu.u_lpddr_p_graph_2,BP_B1_D,u_aipu,io_lpddr_graph_2_bp_b1_d,,,N/A
x,u_aipu.u_lpddr_p_graph_2,BP_B2_D,u_aipu,io_lpddr_graph_2_bp_b2_d,,,N/A
x,u_aipu.u_lpddr_p_graph_2,BP_B3_D,u_aipu,io_lpddr_graph_2_bp_b3_d,,,N/A
x,u_aipu.u_lpddr_p_graph_2,BP_CK0_C,u_aipu,io_lpddr_graph_2_bp_ck0_c,,,N/A
x,u_aipu.u_lpddr_p_graph_2,BP_CK0_T,u_aipu,io_lpddr_graph_2_bp_ck0_t,,,N/A
x,u_aipu.u_lpddr_p_graph_2,BP_CK1_C,u_aipu,io_lpddr_graph_2_bp_ck1_c,,,N/A
x,u_aipu.u_lpddr_p_graph_2,BP_CK1_T,u_aipu,io_lpddr_graph_2_bp_ck1_t,,,N/A
x,u_aipu.u_lpddr_p_graph_2,BP_ZN,u_aipu,io_lpddr_graph_2_bp_zn,,,N/A
x,u_aipu.u_lpddr_p_graph_2,o_ctrl_sbr_done_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_2__ctrl_sbr_done,,,N/A
x,u_aipu.u_lpddr_p_graph_2,o_ctrl_derate_temp_limit_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_2__ctrl_derate_temp_limit,,,N/A
x,u_aipu.u_lpddr_p_graph_2,o_ctrl_ecc_ap_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_2__ctrl_ecc_ap_err,,,N/A
x,u_aipu.u_lpddr_p_graph_2,o_ctrl_ecc_corrected_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_2__ctrl_ecc_corrected_err,,,N/A
x,u_aipu.u_lpddr_p_graph_2,o_ctrl_ecc_uncorrected_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_2__ctrl_ecc_uncorrected_err,,,N/A
x,u_aipu.u_lpddr_p_graph_2,o_ctrl_rd_linkecc_corr_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_2__ctrl_rd_linkecc_corr_err,,,N/A
x,u_aipu.u_lpddr_p_graph_2,o_ctrl_rd_linkecc_uncorr_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_2__ctrl_rd_linkecc_uncorr_err,,,N/A
x,u_aipu.u_lpddr_p_graph_2,o_phy_pie_prog_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_2__phy_pie_prog_err,,,N/A
x,u_aipu.u_lpddr_p_graph_2,o_phy_ecc_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_2__phy_ecc_err,,,N/A
x,u_aipu.u_lpddr_p_graph_2,o_phy_rdfptrchk_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_2__phy_rdfptrchk_err,,,N/A
x,u_aipu.u_lpddr_p_graph_2,o_phy_pie_parity_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_2__phy_pie_parity_err,,,N/A
x,u_aipu.u_lpddr_p_graph_2,o_phy_acsm_parity_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_2__phy_acsm_parity_err,,,N/A
x,u_aipu.u_lpddr_p_graph_2,o_phy_trng_fail_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_2__phy_trng_fail,,,N/A
x,u_aipu.u_lpddr_p_graph_2,o_phy_init_cmplt_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_2__phy_init_cmplt,,,N/A
x,u_aipu.u_lpddr_p_graph_2,o_phy_trng_cmplt_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_2__phy_trng_cmplt,,,N/A
,,,,,,,
x,u_aipu.u_noc_top,lpddr_graph_3_targ_ht_axi_m,u_aipu.u_lpddr_p_graph_3,lpddr_axi_m,Protocol,AXI4,N/A
x,u_aipu.u_noc_top,lpddr_graph_3_targ_cfg_apb_m,u_aipu.u_lpddr_p_graph_3,lpddr_cfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_noc_top,lpddr_graph_3_targ_syscfg_apb_m,u_aipu.u_lpddr_p_graph_3,lpddr_syscfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_lpddr_p_graph_3,o_noc_async_idle_req,u_aipu.u_noc_top,i_lpddr_graph_3_pwr_idle_vec_req,,,N/A
x,u_aipu.u_noc_top,o_lpddr_graph_3_pwr_idle_vec_ack,u_aipu.u_lpddr_p_graph_3,i_noc_async_idle_ack,,,N/A
x,u_aipu.u_noc_top,o_lpddr_graph_3_pwr_idle_vec_val,u_aipu.u_lpddr_p_graph_3,i_noc_async_idle_val,,,N/A
x,u_aipu.u_lpddr_p_graph_3,o_noc_clken,u_aipu.u_noc_top,i_lpddr_graph_3_clken,,,N/A
x,u_aipu.u_lpddr_p_graph_3,o_noc_rst_n,u_aipu.u_noc_top,i_lpddr_graph_3_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_ao_rst_n,u_aipu.u_lpddr_p_graph_3,i_ao_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_global_rst_n,u_aipu.u_lpddr_p_graph_3,i_global_rst_n,,,N/A
x,u_aipu.u_ddr_west_clock_gen_p,o_ddr_west_clk,u_aipu.u_lpddr_p_graph_3,i_lpddr_clk,,,N/A
x,u_aipu,i_ref_clk,u_aipu.u_lpddr_p_graph_3,i_ao_clk,,,N/A
x,u_aipu.u_lpddr_p_graph_3,BP_MEMRESET_L,u_aipu,o_lpddr_graph_3_bp_memreset_l,,,N/A
x,u_aipu.u_lpddr_p_graph_3,BP_A,u_aipu,io_lpddr_graph_3_bp_a,,,N/A
x,u_aipu.u_lpddr_p_graph_3,BP_ATO,u_aipu,io_lpddr_graph_3_bp_ato,,,N/A
x,u_aipu.u_lpddr_p_graph_3,BP_ATO_PLL,u_aipu,io_lpddr_graph_3_bp_ato_pll,,,N/A
x,u_aipu.u_lpddr_p_graph_3,BP_B0_D,u_aipu,io_lpddr_graph_3_bp_b0_d,,,N/A
x,u_aipu.u_lpddr_p_graph_3,BP_B1_D,u_aipu,io_lpddr_graph_3_bp_b1_d,,,N/A
x,u_aipu.u_lpddr_p_graph_3,BP_B2_D,u_aipu,io_lpddr_graph_3_bp_b2_d,,,N/A
x,u_aipu.u_lpddr_p_graph_3,BP_B3_D,u_aipu,io_lpddr_graph_3_bp_b3_d,,,N/A
x,u_aipu.u_lpddr_p_graph_3,BP_CK0_C,u_aipu,io_lpddr_graph_3_bp_ck0_c,,,N/A
x,u_aipu.u_lpddr_p_graph_3,BP_CK0_T,u_aipu,io_lpddr_graph_3_bp_ck0_t,,,N/A
x,u_aipu.u_lpddr_p_graph_3,BP_CK1_C,u_aipu,io_lpddr_graph_3_bp_ck1_c,,,N/A
x,u_aipu.u_lpddr_p_graph_3,BP_CK1_T,u_aipu,io_lpddr_graph_3_bp_ck1_t,,,N/A
x,u_aipu.u_lpddr_p_graph_3,BP_ZN,u_aipu,io_lpddr_graph_3_bp_zn,,,N/A
x,u_aipu.u_lpddr_p_graph_3,o_ctrl_sbr_done_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_3__ctrl_sbr_done,,,N/A
x,u_aipu.u_lpddr_p_graph_3,o_ctrl_derate_temp_limit_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_3__ctrl_derate_temp_limit,,,N/A
x,u_aipu.u_lpddr_p_graph_3,o_ctrl_ecc_ap_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_3__ctrl_ecc_ap_err,,,N/A
x,u_aipu.u_lpddr_p_graph_3,o_ctrl_ecc_corrected_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_3__ctrl_ecc_corrected_err,,,N/A
x,u_aipu.u_lpddr_p_graph_3,o_ctrl_ecc_uncorrected_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_3__ctrl_ecc_uncorrected_err,,,N/A
x,u_aipu.u_lpddr_p_graph_3,o_ctrl_rd_linkecc_corr_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_3__ctrl_rd_linkecc_corr_err,,,N/A
x,u_aipu.u_lpddr_p_graph_3,o_ctrl_rd_linkecc_uncorr_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_3__ctrl_rd_linkecc_uncorr_err,,,N/A
x,u_aipu.u_lpddr_p_graph_3,o_phy_pie_prog_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_3__phy_pie_prog_err,,,N/A
x,u_aipu.u_lpddr_p_graph_3,o_phy_ecc_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_3__phy_ecc_err,,,N/A
x,u_aipu.u_lpddr_p_graph_3,o_phy_rdfptrchk_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_3__phy_rdfptrchk_err,,,N/A
x,u_aipu.u_lpddr_p_graph_3,o_phy_pie_parity_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_3__phy_pie_parity_err,,,N/A
x,u_aipu.u_lpddr_p_graph_3,o_phy_acsm_parity_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_3__phy_acsm_parity_err,,,N/A
x,u_aipu.u_lpddr_p_graph_3,o_phy_trng_fail_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_3__phy_trng_fail,,,N/A
x,u_aipu.u_lpddr_p_graph_3,o_phy_init_cmplt_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_3__phy_init_cmplt,,,N/A
x,u_aipu.u_lpddr_p_graph_3,o_phy_trng_cmplt_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_3__phy_trng_cmplt,,,N/A
,,,,,,,
x,u_aipu.u_noc_top,lpddr_ppp_0_targ_mt_axi_m,u_aipu.u_lpddr_p_ppp_0,lpddr_axi_m,Protocol,AXI4,N/A
x,u_aipu.u_noc_top,lpddr_ppp_0_targ_cfg_apb_m,u_aipu.u_lpddr_p_ppp_0,lpddr_cfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_noc_top,lpddr_ppp_0_targ_syscfg_apb_m,u_aipu.u_lpddr_p_ppp_0,lpddr_syscfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_lpddr_p_ppp_0,o_noc_async_idle_req,u_aipu.u_noc_top,i_lpddr_ppp_0_pwr_idle_vec_req,,,N/A
x,u_aipu.u_noc_top,o_lpddr_ppp_0_pwr_idle_vec_ack,u_aipu.u_lpddr_p_ppp_0,i_noc_async_idle_ack,,,N/A
x,u_aipu.u_noc_top,o_lpddr_ppp_0_pwr_idle_vec_val,u_aipu.u_lpddr_p_ppp_0,i_noc_async_idle_val,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,o_noc_clken,u_aipu.u_noc_top,i_lpddr_ppp_0_clken,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,o_noc_rst_n,u_aipu.u_noc_top,i_lpddr_ppp_0_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_ao_rst_n,u_aipu.u_lpddr_p_ppp_0,i_ao_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_global_rst_n,u_aipu.u_lpddr_p_ppp_0,i_global_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_ddr_ref_east_clk,u_aipu.u_lpddr_p_ppp_0,i_lpddr_clk,,,N/A
x,u_aipu,i_ref_clk,u_aipu.u_lpddr_p_ppp_0,i_ao_clk,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,BP_MEMRESET_L,u_aipu,o_lpddr_ppp_0_bp_memreset_l,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,BP_A,u_aipu,io_lpddr_ppp_0_bp_a,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,BP_ATO,u_aipu,io_lpddr_ppp_0_bp_ato,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,BP_ATO_PLL,u_aipu,io_lpddr_ppp_0_bp_ato_pll,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,BP_B0_D,u_aipu,io_lpddr_ppp_0_bp_b0_d,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,BP_B1_D,u_aipu,io_lpddr_ppp_0_bp_b1_d,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,BP_B2_D,u_aipu,io_lpddr_ppp_0_bp_b2_d,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,BP_B3_D,u_aipu,io_lpddr_ppp_0_bp_b3_d,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,BP_CK0_C,u_aipu,io_lpddr_ppp_0_bp_ck0_c,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,BP_CK0_T,u_aipu,io_lpddr_ppp_0_bp_ck0_t,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,BP_CK1_C,u_aipu,io_lpddr_ppp_0_bp_ck1_c,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,BP_CK1_T,u_aipu,io_lpddr_ppp_0_bp_ck1_t,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,BP_ZN,u_aipu,io_lpddr_ppp_0_bp_zn,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,o_ctrl_sbr_done_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_0__ctrl_sbr_done,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,o_ctrl_derate_temp_limit_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_0__ctrl_derate_temp_limit,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,o_ctrl_ecc_ap_err_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_0__ctrl_ecc_ap_err,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,o_ctrl_ecc_corrected_err_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_0__ctrl_ecc_corrected_err,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,o_ctrl_ecc_uncorrected_err_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_0__ctrl_ecc_uncorrected_err,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,o_ctrl_rd_linkecc_corr_err_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_0__ctrl_rd_linkecc_corr_err,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,o_ctrl_rd_linkecc_uncorr_err_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_0__ctrl_rd_linkecc_uncorr_err,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,o_phy_pie_prog_err_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_0__phy_pie_prog_err,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,o_phy_ecc_err_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_0__phy_ecc_err,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,o_phy_rdfptrchk_err_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_0__phy_rdfptrchk_err,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,o_phy_pie_parity_err_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_0__phy_pie_parity_err,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,o_phy_acsm_parity_err_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_0__phy_acsm_parity_err,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,o_phy_trng_fail_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_0__phy_trng_fail,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,o_phy_init_cmplt_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_0__phy_init_cmplt,,,N/A
x,u_aipu.u_lpddr_p_ppp_0,o_phy_trng_cmplt_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_0__phy_trng_cmplt,,,N/A
,,,,,,,
x,u_aipu.u_noc_top,lpddr_ppp_1_targ_mt_axi_m,u_aipu.u_lpddr_p_ppp_1,lpddr_axi_m,Protocol,AXI4,N/A
x,u_aipu.u_noc_top,lpddr_ppp_1_targ_cfg_apb_m,u_aipu.u_lpddr_p_ppp_1,lpddr_cfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_noc_top,lpddr_ppp_1_targ_syscfg_apb_m,u_aipu.u_lpddr_p_ppp_1,lpddr_syscfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_lpddr_p_ppp_1,o_noc_async_idle_req,u_aipu.u_noc_top,i_lpddr_ppp_1_pwr_idle_vec_req,,,N/A
x,u_aipu.u_noc_top,o_lpddr_ppp_1_pwr_idle_vec_ack,u_aipu.u_lpddr_p_ppp_1,i_noc_async_idle_ack,,,N/A
x,u_aipu.u_noc_top,o_lpddr_ppp_1_pwr_idle_vec_val,u_aipu.u_lpddr_p_ppp_1,i_noc_async_idle_val,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,o_noc_clken,u_aipu.u_noc_top,i_lpddr_ppp_1_clken,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,o_noc_rst_n,u_aipu.u_noc_top,i_lpddr_ppp_1_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_ao_rst_n,u_aipu.u_lpddr_p_ppp_1,i_ao_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_global_rst_n,u_aipu.u_lpddr_p_ppp_1,i_global_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_ddr_ref_east_clk,u_aipu.u_lpddr_p_ppp_1,i_lpddr_clk,,,N/A
x,u_aipu,i_ref_clk,u_aipu.u_lpddr_p_ppp_1,i_ao_clk,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,BP_MEMRESET_L,u_aipu,o_lpddr_ppp_1_bp_memreset_l,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,BP_A,u_aipu,io_lpddr_ppp_1_bp_a,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,BP_ATO,u_aipu,io_lpddr_ppp_1_bp_ato,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,BP_ATO_PLL,u_aipu,io_lpddr_ppp_1_bp_ato_pll,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,BP_B0_D,u_aipu,io_lpddr_ppp_1_bp_b0_d,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,BP_B1_D,u_aipu,io_lpddr_ppp_1_bp_b1_d,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,BP_B2_D,u_aipu,io_lpddr_ppp_1_bp_b2_d,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,BP_B3_D,u_aipu,io_lpddr_ppp_1_bp_b3_d,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,BP_CK0_C,u_aipu,io_lpddr_ppp_1_bp_ck0_c,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,BP_CK0_T,u_aipu,io_lpddr_ppp_1_bp_ck0_t,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,BP_CK1_C,u_aipu,io_lpddr_ppp_1_bp_ck1_c,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,BP_CK1_T,u_aipu,io_lpddr_ppp_1_bp_ck1_t,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,BP_ZN,u_aipu,io_lpddr_ppp_1_bp_zn,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,o_ctrl_sbr_done_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_1__ctrl_sbr_done,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,o_ctrl_derate_temp_limit_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_1__ctrl_derate_temp_limit,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,o_ctrl_ecc_ap_err_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_1__ctrl_ecc_ap_err,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,o_ctrl_ecc_corrected_err_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_1__ctrl_ecc_corrected_err,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,o_ctrl_ecc_uncorrected_err_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_1__ctrl_ecc_uncorrected_err,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,o_ctrl_rd_linkecc_corr_err_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_1__ctrl_rd_linkecc_corr_err,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,o_ctrl_rd_linkecc_uncorr_err_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_1__ctrl_rd_linkecc_uncorr_err,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,o_phy_pie_prog_err_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_1__phy_pie_prog_err,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,o_phy_ecc_err_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_1__phy_ecc_err,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,o_phy_rdfptrchk_err_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_1__phy_rdfptrchk_err,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,o_phy_pie_parity_err_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_1__phy_pie_parity_err,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,o_phy_acsm_parity_err_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_1__phy_acsm_parity_err,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,o_phy_trng_fail_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_1__phy_trng_fail,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,o_phy_init_cmplt_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_1__phy_init_cmplt,,,N/A
x,u_aipu.u_lpddr_p_ppp_1,o_phy_trng_cmplt_intr,u_aipu.u_apu_p,i_irq__lpddr_ppp_1__phy_trng_cmplt,,,N/A
,,,,,,,
x,u_aipu.u_noc_top,lpddr_ppp_2_targ_mt_axi_m,u_aipu.u_lpddr_p_ppp_2,lpddr_axi_m,Protocol,AXI4,N/A
x,u_aipu.u_noc_top,lpddr_ppp_2_targ_cfg_apb_m,u_aipu.u_lpddr_p_ppp_2,lpddr_cfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_noc_top,lpddr_ppp_2_targ_syscfg_apb_m,u_aipu.u_lpddr_p_ppp_2,lpddr_syscfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_lpddr_p_ppp_2,o_noc_async_idle_req,u_aipu.u_noc_top,i_lpddr_ppp_2_pwr_idle_vec_req,,,N/A
x,u_aipu.u_noc_top,o_lpddr_ppp_2_pwr_idle_vec_ack,u_aipu.u_lpddr_p_ppp_2,i_noc_async_idle_ack,,,N/A
x,u_aipu.u_noc_top,o_lpddr_ppp_2_pwr_idle_vec_val,u_aipu.u_lpddr_p_ppp_2,i_noc_async_idle_val,,,N/A
x,u_aipu.u_lpddr_p_ppp_2,o_noc_clken,u_aipu.u_noc_top,i_lpddr_ppp_2_clken,,,N/A
x,u_aipu.u_lpddr_p_ppp_2,o_noc_rst_n,u_aipu.u_noc_top,i_lpddr_ppp_2_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_ao_rst_n,u_aipu.u_lpddr_p_ppp_2,i_ao_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_global_rst_n,u_aipu.u_lpddr_p_ppp_2,i_global_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_ddr_ref_east_clk,u_aipu.u_lpddr_p_ppp_2,i_lpddr_clk,,,N/A
x,u_aipu,i_ref_clk,u_aipu.u_lpddr_p_ppp_2,i_ao_clk,,,N/A
x,u_aipu.u_lpddr_p_ppp_2,BP_MEMRESET_L,u_aipu,o_lpddr_ppp_2_bp_memreset_l,,,N/A
x,u_aipu.u_lpddr_p_ppp_2,BP_A,u_aipu,io_lpddr_ppp_2_bp_a,,,N/A
x,u_aipu.u_lpddr_p_ppp_2,BP_ATO,u_aipu,io_lpddr_ppp_2_bp_ato,,,N/A
x,u_aipu.u_lpddr_p_ppp_2,BP_ATO_PLL,u_aipu,io_lpddr_ppp_2_bp_ato_pll,,,N/A
x,u_aipu.u_lpddr_p_ppp_2,BP_B0_D,u_aipu,io_lpddr_ppp_2_bp_b0_d,,,N/A
x,u_aipu.u_lpddr_p_ppp_2,BP_B1_D,u_aipu,io_lpddr_ppp_2_bp_b1_d,,,N/A
x,u_aipu.u_lpddr_p_ppp_2,BP_B2_D,u_aipu,io_lpddr_ppp_2_bp_b2_d,,,N/A
x,u_aipu.u_lpddr_p_ppp_2,BP_B3_D,u_aipu,io_lpddr_ppp_2_bp_b3_d,,,N/A
x,u_aipu.u_lpddr_p_ppp_2,BP_CK0_C,u_aipu,io_lpddr_ppp_2_bp_ck0_c,,,N/A
x,u_aipu.u_lpddr_p_ppp_2,BP_CK0_T,u_aipu,io_lpddr_ppp_2_bp_ck0_t,,,N/A
x,u_aipu.u_lpddr_p_ppp_2,BP_CK1_C,u_aipu,io_lpddr_ppp_2_bp_ck1_c,,,N/A
x,u_aipu.u_lpddr_p_ppp_2,BP_CK1_T,u_aipu,io_lpddr_ppp_2_bp_ck1_t,,,N/A
