Name,Type,Req_id,Prioirity,Description,Measure,Testcase,Covergroup if applicable,From CVA6 Vplan
vector floating point compare instructions,ISA.RVV,CVA6V_0011,5,"Vector-Vector Floating Point Compare Equal (vmfeq.vv), Vector-Scalar Floating Point Compare Equal (vmfeq.vf), Vector-Vector Floating Point Compare Greater Than Or Equal (vmfge.vv), Vector-Scalar Floating Point Compare Greater Than Or Equal (vmfge.vf), Vector-Vector Floating Point Compare Greater Than (vmfgt.vv), Vector-Scalar Floating Point Compare Greater Than (vmfgt.vf), Vector-Vector Floating Point Compare Less Than Or Equal (vmfle.vv), Vector-Scalar Floating Point Compare Less Than Or Equal (vmfle.vf), Vector-Vector Floating Point Compare Less Than (vmflt.vv), Vector-Scalar Floating Point Compare Less Than (vmflt.vf), Vector-Vector Floating Point Not Equal (vmfne.vv), Vector-Scalar Floating Point Compare Not Equal (vmfne.vf), ",Functional Coverage,,Vector,No
vector load instructions,ISA.RVV,CVA6V_0014,5,"Vector Load with VLEN/8 bytes (vl1re8.v), Vector Load with VLEN/16 bytes (vl1re16.v), Vector Load with VLEN/32 bytes (vl1re32.v), Vector Load 2 Registers with VLEN/8 bytes (vl2re8.v), Vector Load 2 registers with VLEN/16 bytes (vl2re16.v), Vector Load 2 Registers with VLEN/32 bytes (vl2re32.v), Vector Load 2 Registers with VLEN/8 bytes (vl2re8.v), Vector Load 2 registers with VLEN/16 bytes (vl2re16.v), Vector Load 2 Registers with VLEN/32 bytes (vl2re32.v), Vector Load 4 Registers with VLEN/8 bytes (vl4re8.v), Vector Load 4 registers with VLEN/16 bytes (vl4re16.v), Vector Load 4 Registers with VLEN/32 bytes (vl4re32.v), Vector Load 8 Registers with VLEN/8 bytes (vl8re8.v), Vector Load 8 registers with VLEN/16 bytes (vl8re16.v), Vector Load 8 Registers with VLEN/32 bytes (vl8re32.v), ",Functional Coverage,,Vector,No
vector unit stride/index loads,ISA.RVV,CVA6V_0014,5,"8-bit Unit-Stride Load (vle8.v), 16-bit Unit-Stride Load (vle16.v), 32-bit Unit-Stride Load (vle32.v), 8-bit Unit-Stride Fault-Only-First load (vle8ff.v), 16-bit Unit-Stride Fault-Only-First load (vle16ff.v), 32-bit Unit-Stride Fault-Only-First load (vle32ff.v), Unordered 8-bit Indexed Load of SEW data (vluxei8.v), Unordered  16-bit Indexed Load of SEW data (vluxei16.v), Unordered  32-bit Indexed Load of SEW data (vluxei32.v), Ordered 8-bit Indexed Load of SEW data (vloxei8.v), Ordered 16-bit Indexed Load of SEW data (vloxei16.v), Ordered 32-bit Indexed Load of SEW data (vloxei32.v), 8-bit Strided Load (vlse8.v), 16-bit Strided Load (vlse16.v), 32-bit Strided Load (vlse32.v), 1-unit Load (vle1.v)",Functional Coverage,,Vector,No
vector unit stride/index stores,ISA.RVV,CVA6V_0014,5,"Store 1 Vector Register To Address (vs1r.v), Store 2 Vector Register To Address (vs2r.v), Store 4 Vector Register To Address (vs4r.v), Store 8 Vector Register To Address (vs8r.v), 8-Bit Unit-Stride Store (vse8.v), 16-Bit Unit-Stride Store (vse16.v), 32-Bit Unit-Stride Store (vse32.v), 1-unit Store (vse1.v), 8-bit Strided Store (vsse8.v), 16-bit Strided Store (vsse16.v), 32-bit Strided Store (vsse32.v), Unordered  8-bit Indexed Store (vsuxei8.v), Unordered  16-bit Indexed Store (vsuxei16.v), Unordered  32-bit Indexed Store (vsuxei32.v), Ordered  8-bit Indexed Store (vsoxei8.v), Ordered  16-bit Indexed Store (vsoxei16.v), Ordered  32-bit Indexed Store (vsoxei32.v)",Functional Coverage,,Vector,No
vector mask instructions,ISA.RVV,CVA6V_0011,5,"Vector Mask AND (vmand.mm), Vector Mask AND With Negated Last Operand (vmandn.mm), Vector Mask AND Negated (vmnand.mm), Vector Mask NOR (vmnor.mm), Vector Mask OR (vmor.mm), Vector Mask OR With Negated Last Operand (vmorn.mm), Set-Before-First Mask Bit (vmsbf.m), Vector-Vector Mask Set If Equal (vmseq.vv), Vector-Scalar Mask Set If Equal (vmseq.vx), Vector-Immediate Mask Set If Equal (vmseq.vi), Vector-Scalar Mask Set If Greater Than Signed (vmsgt.vx), Vector-Immediate Mask Set If Greater Than Signed (vmsgt.vi),  Vector-Scalar Mask Set If Greater Than Unsigned (vmsgtu.vx), Vector-Immediate Mask Set If Greater Than Unsigned (vmsgtu.vi), Set-Including-First-Mask-Bit (vmsif.m), Vector-Vector Mask Set If Less Than Or Equal (vmsle.vv), Vector-Scalar Mask Set If Less Than Or Equal (vmsle.vx), Vector-Immediate Mask Set If Less Than Or Equal (vmsle.vi), Vector-Vector Mask Set If Less Than Or Equal Unsigned (vmsleu.vv), Vector-Scalar Mask Set If Less Than Or Equal Unsigned (vmsleu.vx), Vector-Immediate Mask Set If Less Than Or Equal Unsigned (vmsleu.vi),  Vector-Vector Mask Set If Less Than (vmslt.vv), Vector-Scalar Mask Set If Less Than (vmslt.vx), Vector-Immediate Mask Set If Less Than (vmslt.vi), Vector-Vector Mask Set If Less Than Unsigned (vmsltu.vv), Vector-Scalar Mask Set If Less Unsigned (vmsltu.vx), Vector-Immediate Mask Set If Less Than Unsigned (vmsltu.vi),  Vector-Vector Mask Set If Not Equal (vmsne.vv), Vector-Scalar Mask Set If Not Equal  (vmsne.vx), Vector-Immediate Mask Set If Not Equal (vmsne.vi), Set-Only-First Mask Bit (vmsof.m), Vector Mask XNOR (vmxnor.mm), Vector Mask XOR (vmxor.mm)",Functional Coverage,,Vector,No
vector narrowing instructions,,CVA6V_0011,5,"Narrowing Unsigned Clip From Vector Shift Amount (vnclip.wv), Narrowing Unsigned Clip From Integer  Shift Amount (vnclip.wx), Narrowing Unsigned Clip From Immediate Shift Amount (vnclip.wv), Vector-Vector Narrowing Shift Right Arithmetic (vnsra.wv), Vector-Scalar Narrowing Shift Right Arithmetic (vnsra.wx), Vector-Immediate Narrowing Shift Right Arithmetic (vnsra.wi), Vector-Vector Narrowing Shift Right Logical (vnsrl.wv), Vector-Scalar Narrowing Shift Right Logical (vnsrl.wx), Vector-Immediate Narrowing Shift Right Logical (vnsrl.wi),",Functional Coverage,,Vector,No
vector misc instructions,ISA.RVV,CVA6V_0011,5,"Vector Element Index (vid.v), Vector Ioata (viota.m), Vector-Vector Move (vmv.v.v), Vector-Scalar Move (vmv.v.x), Vector-Immediate Move (vmv.v.i), 1 Whole Register Move (vmv1r.v), 2 Whole Register Move (vmv2r.v), 4 Whole Register Move (vmv4r.v), 8 Whole Register Move (vmv8r.v), Vector-Scalar Move SEW-wide (vmv.x.s), Vector Scalar Integer Register Move (vmv.s.x), Vector Sign Extend SEW/2 (vsext.vf2), Vector Sign Extend SEW/4 (vsext.vf4), Vector Zero Extend SEW/2 (vzext.vf2), Vector Zero Extend SEW/4 (vzext.vf4)",Functional Coverage,,Vector,No
,,,,,,,,
,,,,,,,,
,,,,,,,,
cache block clean,ISA.Zicbom,CVA6V_0010,4,"Cache Block Clean (cbo.clean base). A clean operation makes data from store operations performed by the set of coherent agents visible to a set of non-coherent agents at a point common to both sets by performing a write transfer of a copy of a cache block to that point provided a coherent agent performed a store operation that modified the data in the cache block since the previous invalidate, clean, or flush operation on the cache block.",Directed Test,Find test suite or implement,,No
cache block invalidate,ISA.Zicbom,CVA6V_0010,4,Cache Block Invalidate (cbo.inval base). An invalidate operation makes data from store operations performed by a set of non-coherent agents visible to the set of coherent agents at a point common to both sets by deallocating all copies of a cache block from the set of coherent caches up to that point.,Directed Test,Find test suite or implement,,No
cache block flush,ISA.Zicbom,CVA6V_0010,4,Cache Block Flush (cbo.flush base). A flush operation atomically performs a clean operation followed by an invalidate operation.,Directed Test,Find test suite or implement,,No
,,,,,,,,
,,,,,,,,
,,,,,,,,
floating point accrued exceptions (FFLAGS),CSR,CVA6V_000,3,"Generate the following scenario individually and combination of at least 2. NX (Inexact): This bit is set when a floating-point operation produces an inexact result, meaning the result is not exactly representable in the target precision. UF (Underflow): This bit is set when a floating-point operation produces a result that is too small to be represented in the normalized format and is therefore rounded to zero or a denormalized number. OF (Overflow): This bit is set when a floating-point operation produces a result that is too large to be represented in the target format and is therefore rounded to infinity. DZ (Divide by Zero): This bit is set when a floating-point divide operation has a zero divisor and a non-zero dividend, resulting in a signed infinity. NV (Invalid Operation): This bit is set when a floating-point operation has invalid operands, such as performing a square root on a negative number or an addition involving NaNs (Not a Number). ",Functional Coverage,,CSR,No
floating point fixed rounding mode (FRM),CSR,CVA6V_000,3,"Floating Point Rounding Mode. RNE (Round to Nearest, ties to Even): This is the default rounding mode. It rounds to the nearest representable value. If the result is exactly halfway between two representable values, it rounds to the nearest even value. RTZ (Round towards Zero): This mode rounds towards zero, effectively truncating the fractional part. RDN (Round Down, towards -∞): This mode rounds towards negative infinity. It always rounds down, regardless of the sign of the result. RUP (Round Up, towards +∞): This mode rounds towards positive infinity. It always rounds up, regardless of the sign of the result. RMM (Round to Nearest, ties to Max Magnitude): This mode rounds to the nearest representable value. If the result is exactly halfway between two representable values, it rounds to the value with the larger magnitude (i.e., away from zero). ",Functional Coverage,,CSR,No
floating point dynamic rounding mode (FRM),CSR,CVA6V_000,3,"FRM can be set to enable dynamic rounding mode, allowing the rounding mode to be specified on a per-instruction basis. This provides flexibility in numerical computations where different operations may require different rounding behaviors. In dynamic rounding mode, the rounding mode is encoded as part of the floating-point instruction, enabling precise control over how each operation rounds its results.",Functional Coverage,,CSR,No
floating point control and status (FCSR),CSR,CVA6V_000,3,"Floating Point Control and Status Register is a composite register that combines the FFLAGS, FRM, and other potential floating-point control fields into a single 32-bit register. This register allows you to efficiently manage both the floating-point exception flags and the rounding mode in a single operation. Verify that FRM and FFLAGS can be set and also read using FCSR register.",Functional Coverage,,CSR,No
ftran (FTRAN),CSR,CVA6V_000,3,Floating Point Custom CSR. FIXME: not enough information can be found.,Functional Coverage,,CSR,No
debug CSR (DCSR),CSR,CVA6V_0015,4,"Verify the following fields in Debug CSR register: Debug Version, Ebreak M-mode, Ebreak S-mode, Ebreak U-mode, Stepping Interrupt Enable, Stop Counters, Stop Timers, Cause, Modify Privilege Enable, Non-Maskable Interrupt Pending, Step and Privilege Level. For details of each field, refer to https://docs.openhwgroup.org/projects/cva6-user-manual/01_cva6_user/CV32A6_Control_Status_Registers.html.",Functional Coverage,,CSR,No
debug PC (DPC),CSR,CVA6V_0015,4,"Debug Program Counter. Upon entry to debug mode, dpc is updated with the virtual address of the next instruction to be executed. When resuming, the hart’s PC is updated to the virtual address stored in dpc. A debugger may write dpc to change where the hart resumes. Verify all causes of the debug mode entry: Ebreak, Single Step, Halt Request. Note that Trigger Module is not supported in CVA6V.",Functional Coverage,,CSR,No
debug scratch (DSCRATCH[2]),CSR,CVA6V_0015,4,Optional scratch register. A debugger must not write to this register unless hartinfo explicitly mentions it. FIXME: What is to be tested here? Just a plain read or write?,Functional Coverage,,CSR,No
supervisor status (SSTATUS),CSR,CVA6V_006,4,"Verify functionality of each Supervisor Status Register field: UIE (User Interrupt Enable) - Bit 0: Enables or disables interrupts in user mode. SIE (Supervisor Interrupt Enable) - Bit 1: Enables or disables interrupts in supervisor mode. UPIE (User Previous Interrupt Enable)  - Bit 4: The value of UIE before the last exception. SPIE (Supervisor Previous Interrupt Enable) - Bit 5: The value of SIE before the last exception. SPP (Supervisor Previous Privilege) - Bit 8: Indicates the privilege level at which the last exception occurred (0 = user mode,  1 = supervisor mode). FS (Floating-Point Status) - Bits 13-14: Represents the status of the floating-point unit (off, initial, clean, dirty). XS (Extension Status) - Bits 15-16: Represents the status of additional user-mode extensions or coprocessors (off, initial, clean, dirty). SUM (Supervisor User Memory Access) - Bit 18: Controls whether supervisor mode can access user-mode memory. MXR (Make Executable Readable) - Bit 19: Controls whether executable pages are readable. UXL (User XLEN) - Bits 32-33 in RV64: Represents the  effective XLEN for user mode (64). SD (State Dirty) - Bit 63 in RV64: Indicates whether any state in the FS or XS fields is dirty. ",Functional Coverage,,CSR,No
supervisor interrupt enable  (SIE),CSR,CVA6V_006,4,Verify functionality of each Supervisor Interrupt Enable Register field. Bit 1: SSIE (Supervisor Software Interrupt Enable): Controls the enabling of supervisor-level software interrupts. Bit 5: STIE (Supervisor Timer Interrupt Enable): Controls the enabling of supervisor-level timer interrupts. Bit 9: SEIE (Supervisor External Interrupt Enable): Controls the enabling of supervisor-level external interrupts.,Functional Coverage,,CSR,No
supervisor interrupt pending (SIP),CSR,CVA6V_006,4,Verify functionality of each Supervisor Interrupt Pending Register field. Bit 1: SSIP (Supervisor Software Interrupt Pending): Indicates a pending supervisor-level software interrupt. Bit 5: STIP (Supervisor Timer Interrupt Pending): Indicates a pending supervisor-level timer interrupt. Bit 9: SEIP (Supervisor External Interrupt Pending): Indicates a pending supervisor-level external interrupt.,Functional Coverage,,CSR,No
supervisor trap vector (STVEC),CSR,CVA6V_006,4,"Verify functionality of each Supervisor Trap Vector Field. It consists of two main fields: BASE (Bits 2 to XLEN-1): This field contains the base address of the trap handler. MODE (Bits 0 to 1): This field specifies the mode of operation for the trap handler. The MODE field in stvec determines how the trap handler address is calculated: 0 (Direct Mode): In this mode, all traps are handled at the address specified in the BASE field. 1 (Vectored Mode): In this mode, the actual trap handler address is calculated as BASE + 4 *  cause, where cause is the trap cause number. This allows for different entry points for different traps. ",Functional Coverage,,CSR,No
supervisor counter enable (SCOUNTEREN),CSR,CVA6V_006,2,The SCOUNTEREN CSR controls access to various performance counters and timers from supervisor mode. The fields in the register include: CY: Cycle counter. TM: Timer counter. IR: Instruction retired counter. HPM3 to HPM31: Hardware performance monitors 3  through 31.,Functional Coverage,,CSR,No
supervisor scratch (SSCRATCH),CSR,CVA6V_006,4,"Typically, sscratch is used to hold a pointer to the hart-local supervisor context while the hart is executing user code. At the beginning of a trap handler, sscratch is swapped with a user register to provide an initial working register. Verify that the sscratch register can be correctly read and written.",Functional Coverage,,CSR,No
supervisor exception program counter (SEPC),CSR,CVA6V_006,4,"When a trap is taken into S-mode, sepc is written with the virtual address of the instruction that was interrupted or that encountered the exception. Otherwise, sepc is never written by the implementation, though it may be explicitly written by software.",Functional Coverage,,CSR,No
supervisor cause interrupt (SCAUSE),CSR,CVA6V_006,4,Cover each interrupt cause (i.e. bit 63 is set to 0) with the following interrupt code: 1: Supervisor software interrupt 5: Supervisor timer interrupt 9: Supervisor external interrupt,Functional Coverage,,CSR,No
supervisor cause exception (SCAUSE),CSR,CVA6V_006,4,Cover each exception cause (i.e. bit 63 is set to 1) with the following exception code: 0: Instruction address misaligned 1: Instruction access fault 2: Illegal instruction 3: Breakpoint 4: Load address misaligned 5: Load access fault 6: Store/AMO address misaligned 7: Store/AMO access fault 8: Environment call from U-mode 9: Environment call from S-mode 12: Instruction page fault 13: Load page fault 15: Store/AMO page fault,Functional Coverage,,CSR,No
supervsior trap value (STVAL),CSR,CVA6V_006,4,"The meaning of STVAL contents varies based on the type of exception or interrupt that caused the trap: For address-related exceptions, stval holds the faulting address. For certain other exceptions, stval might hold other relevant information (e.g., the instruction that caused an illegal instruction exception). For interrupts, stval is usually zero. Example Values for STVAL: 1. Instruction address misaligned: Holds the address of the instruction that caused the misaligned access. 2. Instruction access fault: Holds the faulting instruction address. 3. Illegal instruction: Holds the instruction that caused the exception. 4. Breakpoint: Holds the address of the breakpoint. 5. Load/store address misaligned: Holds the faulting address for the load or store. 6. operation. 7. Load/store access fault: Holds the faulting address. 8. Page faults: Holds the faulting address for instruction, load, or store page faults.",Functional Coverage,,CSR,No
supervisor address translation and protection (SATP),CSR,CVA6V_006,4,"In RV64, the structure of the satp register depends on the specific virtual memory scheme being used (e.g., SV39, SV48). Below are the general structures for SV39: Bits [63:60]: Mode (should be set to 8 for SV39) Bits [59:44]: ASID (Address Space Identifier) Bits [43:0]: PPN (Physical Page Number)",Directed Test,riscv-mmu test suite,,No
supervisor environment config (SENVCFG),CSR,CVA6V_006,4,"If register field FIOM (Fence of I/O implies Memory) is set to 1 in senvcfg, FENCE instructions executed in U-mode are modified so the requirement to order accesses to device I/O implies also the requirement to order main memory accesses. When bits PI, PO, SI, and SO are set in U- mode when FIOM=1, PR implied, PW impied, SR impied and SW implied are the modified interpretation respectively. Register fied CBZE is always set to 0 since Zicboz extension is not supported. Verify behavior of setting the Cache Block Invalidate instruction Enable (CBIE) field. CBIE enables the execution of the cache block invalidate instruction, CBO.INVAL, in a lowerprivilege mode: 00: The instruction raises an illegal instruction or virtual instruction exception; 01: The instruction is executed and performs a flush operation; 10: Reserved; 11: The instruction is executed and performs an invalidate operation. Verify the behavior of Cache Block Clean and Flush instruction Enable (CBCFE) field. CBCFE enables the execution of the cache block clean instruction, CBO.CLEAN, and the cache block flush instruction, CBO.FLUSH, in a lower privilege mode: 0: The instruction raises an illegal instruction or virtual instruction exception; 1: The instruction is executed.",Directed Test,Find test suite or implement,,No
machine status (MSTATUS) - 63:15,CSR,CVA6V_000,3,"Verify functionality of each Machine Status Register field: SD (Bit 63) - Summary Dirty bit. Indicates that at least one of the writable fields (FS, XS) is dirty. Usage: Simplifies checking whether context-switching needs to save or restore the state of additional processor resources (e.g., floating-point unit). TSR (Bit 22) Trap SRET. If set, attempts to execute the SRET instruction when mstatus.TSR=1 will cause an illegal instruction exception. Usage: Used to trap and handle attempts to return from supervisor mode to user mode. TW (Bit 21) Timeout Wait. If set, WFI instructions will cause an illegal instruction exception. Usage: Used to prevent supervisors from using WFI to avoid handling interrupts. TVM (Bit 20) Trap Virtual Memory. If set, attempts to access the satp CSR in supervisor mode will cause an illegal instruction exception. Usage: Used to prevent supervisor mode from disabling or modifying virtual memory translation. MXR (Bit 19) Make Executable Readable. Allows loads from pages marked executable. Useful for certain operating systems that treat code as read-only data. SUM (Bit 18) Supervisor User Memory  Access. If set, supervisor mode may access user-mode memory. Usage: Controls whether supervisor code can directly access user-mode memory. MPRV (Bit 17) Modify Privilege. If set, load and store memory accesses use mstatus.MPP to determine the effective privilege level. Usage: Used for systems that need to access memory with a different privilege level than the current mode. XS (Bits 16:15) Extension Status. Encodes the status of additional (non-standard) extensions. Usage: Indicates whether the additional state (e.g., for vector or other custom extensions) is clean, dirty, or off.",Functional Coverage,,CSR,No
machine status (MSTATUS) - 14:0,CSR,CVA6V_000,3,Verify functionality of each Machine Status Register field: FS (Bits 14:13) Floating-Point Status. Encodes the status of the floating-point unit. Values: 00: Off (FPU state is clean and not in use) 01: Initial (FPU state is clean and initialized) 10: Clean (FPU state is clean) 11: Dirty (FPU state is dirty and needs to be  saved/restored) Usage: Indicates whether the floating-point unit is in use and whether its state needs to be saved/restored. MPP (Bits 12:11) Machine Previous Privilege mode. Holds the previous privilege mode before an interrupt. Values: 00: User mode 01: Supervisor mode 11:  Machine mode (binary 10 is reserved) Usage: Used to return to the correct privilege level after handling an interrupt. SPP (Bit 8) Supervisor Previous Privilege mode. Holds the previous privilege mode before an interrupt. Values: 0: User mode 1: Supervisor mode Usage: Used to return to the correct privilege level  after handling an interrupt in supervisor mode. MPIE (Bit 7) Machine Previous Interrupt Enable. Holds the value of the MIE bit prior to the last machine-mode interrupt. Usage: Used to restore the interrupt enable state after returning from an interrupt. SPIE (Bit 5) Description: Supervisor Previous Interrupt Enable. Holds the value of the SIE bit prior to the last supervisor-mode interrupt. Usage: Used to restore the interrupt enable state after returning from an interrupt in supervisor mode. UPIE (Bit 4) User Previous Interrupt Enable. Holds the value of the UIE bit prior to the last user-mode interrupt. Usage: Used to restore the interrupt enable state after returning from an interrupt in user mode. MIE (Bit 3) Machine Interrupt Enable. Global interrupt enable bit for machine mode. Usage: Enables or disables all interrupts in machine mode. SIE (Bit 1) Supervisor Interrupt Enable. Global interrupt enable bit for supervisor mode. Usage: Enables or disables all interrupts in supervisor mode. UIE (Bit 0) User Interrupt Enable. Global interrupt enable bit for user mode. Usage: Enables or disables all interrupts in user mode.,Functional Coverage,,CSR,No
machine status high (MSTATUSH),CSR,CVA6V_000,3,"Bits 30:4 of mstatush generally contain the same fields found in bits 62:36 of mstatus for RV64. Fields SD, SXL, and UXL do not exist in mstatush. Verify that MSTATUSH correctly reflects the status from MSTATUS.",Functional Coverage,,CSR,No
machine instruction set architecture (MISA),CSR,CVA6V_000,3,Verify that MISA.MXL field corresponds to 64-bit. Verify that MISA.Extension is expected: Bit 0: A (Atomic) asserted Bit 1: B (Bit Manipulation) negated Bit 2: C (Compressed) asserted bit 3: D (Double-Precision Floating-Point) negated Bit 4: E (RV32E Base ISA) negated Bit 5: F (Single-Precision Floating-Point) asserted Bit 6: G (Reserved) negated Bit 7: H (Hypervisor) negated Bit 8: I (RV32I/64I/128I Base ISA) asserted Bit 9: J (Reserved) negated Bit 10: K (Reserved) negated Bit 11: L (Reserved) negated Bit 12: M (Integer Multiplication and Division) asserted Bit 13: N (User-level interrupts) negated Bit 14: O (Reserved) negated Bit 15: P (Packed-SIMD) negated Bit 16: Q (Quad-Precision Floating-Point) negated Bit 17: R (Reserved) negated Bit 18: S (Supervisor Mode) asserted Bit 19: T (Reserved) negated Bit 20: U (User Mode) asserted Bit 21: V (Vector Extensions) asserted Bit 22: W (Reserved) Bit 23: X (Non-standard Extensions) negated Bit 24: Y (Reserved) Bit 25: Z (Reserved),Directed test,riscv-tests test suite,,No
machine exception delegattion(MEDELEG),CSR,CVA6V_000,3,Verify that exceptions can be delegated to S-mode using MEDELEG.  Bit 0: Instruction address misaligned Bit 1: Instruction access fault Bit 2: Illegal instruction Bit 3: Breakpoint Bit 4: Load address misaligned Bit 5: Load access fault Bit 6: Store/AMO address misaligned Bit 7: Store/AMO access fault Bit 8: Environment call from U-mode Bit 9: Environment call from S-mode Bit 10: Reserved Bit 11: Environment call from M-mode Bit 12: Instruction page fault Bit 13:  Load page fault Bit 14: Reserved Bit 15:  Store/AMO page fault Bit 16-63: Reserved for future standard use.,Functional Coverage,,CSR,No
machine interrupt delegation (MIDELEG),CSR,CVA6V_000,3,Verify that interrupts can be delegated to S-mode using MIDELEG. Bit 0: User software interrupt Bit 1: Supervisor software interrupt Bit 2: Reserved Bit 3: Machine software interrupt Bit 4: User timer interrupt Bit 5: Supervisor timer interrupt Bit 6: Reserved Bit 7: Machine timer interrupt Bit 8: User external interrupt Bit 9: Supervisor external interrupt Bit 10: Reserved Bit 11: Machine external interrupt Bit 12-15: Reserved Bit 16-63: Reserved for future standard use.,Functional Coverage,,CSR,No
machine interrupt enable (MIE),CSR,CVA6V_000,3,Verify each interrupt enable bit in MIE register. Bit 1: Supervisor software interrupt enable (SSIE) Bit 3: Machine software interrupt enable (MSIE) Bit 5: Supervisor timer interrupt enable (STIE) Bit 7: Machine timer interrupt enable (MTIE) Bit 9: Supervisor external interrupt enable (SEIE) Bit 11: Machine external interrupt enable (MEIE),Functional Coverage,,CSR,No
machine trap vector (MTVEC),CSR,CVA6V_000,3,"Verify functionality of each Machine Trap Vector Field. It consists of two main fields: BASE (Bits 2 to XLEN-1): This field contains the base address of the trap handler. MODE (Bits 0 to 1): This field specifies the mode of operation for the trap handler. The MODE field in mtvec determines how the trap handler address is calculated: 0 (Direct Mode): In this mode, all traps are handled at the address specified in the BASE field. 1 (Vectored Mode): In this mode, the actual trap handler address is calculated as BASE + 4 *  cause, where cause is the trap cause number. This allows for different entry points for different traps. ",Functional Coverage,,CSR,No
machine counter enable (MCOUNTEREN),CSR,CVA6V_006,2,The MCOUNTEREN CSR controls access to various performance counters and timers from supervisor mode. The fields in the register include: CY: Cycle counter. TM: Timer counter. IR: Instruction retired counter. HPM3 to HPM31: Hardware performance monitors 3  through 31.,Functional Coverage,,CSR,No
machine scratch (MSCRATCH),CSR,CVA6V_000,3,"Typically, it is used to hold a pointer to a machine-mode hart-local context space and swapped with a user register upon entry to an M-mode trap handler Verify that the sscratch register can be correctly read and written.",Functional Coverage,,CSR,No
machine exception program counter (MEPC),CSR,CVA6V_000,3,"When a trap is taken into M-mode, mepc is written with the virtual address of the instruction that was interrupted or that encountered the exception. Otherwise, mepc is never written by the implementation, though it may be explicitly written by software.",Functional Coverage,,CSR,No
machine cause interrupt (MCAUSE),CSR,CVA6V_000,3,Cover each interrupt cause (i.e. bit 63 is set to 0) with the following interrupt code: 1: Supervisor software interrupt 3: Machine-mode software interrupt 5: supervisor timer interrupt 7: Machine-mode timer interrupt. 9: supervisor external interrupt 11: machine external interrupt.,Functional Coverage,,CSR,No
machine cause exception (MCAUSE),CSR,CVA6V_000,3,Cover each exception cause (i.e. bit 63 is set to 1) with the following exception code: 0: Instruction address misaligned 1: Instruction access fault 2: Illegal instruction 3: Breakpoint 4: Load address misaligned 5: Load access fault 6: Store/AMO address misaligned 7: Store/AMO access fault 8: Environment call from U-mode 9: Environment call from S-mode 11: Environmen call from M-mode 12: Instruction page fault 13: Load page fault 15: Store/AMO page fault,Functional Coverage,,CSR,No
machine trap value (MTVAL),CSR,CVA6V_000,3,"The meaning of MTVAL contents varies based on the type of exception or interrupt that caused the trap. For address-related exceptions (e.g., instruction page faults, load/store page faults), mtval usually contains the faulting address. For illegal instruction traps, mtval  can contain the actual instruction that caused the trap. For other types of exceptions, mtval might not be used, or it might hold zero. ",Functional Coverage,,CSR,No
machine trap value 2 (MTVAL2),CSR,CVA6V_000,3,"By checking the details in both mtval and mtval2, verify that the system correctly handles complex trap scenarios and that the additional context provided by mtval2 is accurate and useful for debugging and exception handling. Create test scenarios that intentionally  cause complex traps requiring mtval2 and check both mtval and mtval2 registers for the expected values. For example, in a multi-level page fault, mtval might hold the initial faulting virtual address, while mtval2 holds an intermediate physical address.",Functional Coverage,,CSR,No
machine interrupt pending (MIP),CSR,CVA6V_007,4,Verify functionality of each Machine Interrupt Pending Register field. Bit 1: SSIP (Supervisor Software Interrupt Pending) Bit 3: MSIP (Machine Software Interrupt Pending) Bit 5: STIP (Supervisor Timer Interrupt Pending) Bit 7: MTIP (Machine Timer Interrupt Pending) Bit 9: SEIP (Supervisor External Interrupt Pending) Bit 11: MEIP (Machine External Interrupt Pending),Functional Coverage,,CSR,No
machine environment config (MENVCFG),CSR,CVA6V_000,3,"If register field FIOM (Fence of I/O implies Memory) is set to 1 in menvcfg, FENCE instructions executed in U-mode or S-mode are modified so the requirement to order accesses to device I/O implies also the requirement to order main memory accesses. When bits PI, PO, SI, and SO are set in U- mode when FIOM=1, PR implied, PW impied, SR impied and SW implied are the modified interpretation respectively. Register fied CBZE is always set to 0 since Zicboz extension is not supported. Verify behavior of setting the Cache Block Invalidate instruction Enable (CBIE) field. CBIE enables the execution of the cache block invalidate instruction, CBO.INVAL, in a lower privilege mode: 00: The instruction raises an illegal instruction or virtual instruction exception; 01: The instruction is executed and performs a flush operation; 10: Reserved; 11: The instruction is executed and performs an invalidate operation. Verify the behavior of Cache Block Clean and Flush instruction Enable (CBCFE) field. CBCFE enables the execution of the cache block clean instruction, CBO.CLEAN, and the cache block flush instruction, CBO.FLUSH, in a lower privilege mode: 0: The instruction raises an illegal instruction or virtual instruction exception; 1: The instruction is executed. Verify that fields STCE and PBMTE are read-only with a value of 0.",Functional Coverage,,CSR,No
machine environment config high (MENVCFGH),CSR,CVA6V_000,3,Register menvcfgh does not exist when XLEN=64. Verify that it returns an exception accessing it.,Functional Coverage,,CSR,No
machine vendor ID (MVENDORID),CSR,CVA6V_000,3,Verify correct value in MVENDORID.,Functional Coverage,,CSR,No
machine arch ID (MARCHID),CSR,CVA6V_000,3,Verify correct value in MARCHID.,Functional Coverage,,CSR,No
machine implementation ID (MIMPID),CSR,CVA6V_000,3,Verify correct value in MIMPID.,Functional Coverage,,CSR,No
machine hart ID (MHARTID),CSR,CVA6V_000,3,Verify correct value in MHARTID.,Functional Coverage,,CSR,No
